0,1405686888,utime,SV_desphI,SV_desspd,SV_trgphI,SV_drvst,SV_flt1lat,SV_flt1,SV_flt2,SV_flt3,SV_thrlim,SV_rgnlim,VC_discrete
0,1405686888,mins,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
0,1405686888,maxs,,,37624,,,,,,37624,,,,,37624,,,,,37624,,,,37624,,,,,37624,,,37624,,,37624,,,,37624,,,,,37624,,,,,,37624
0,1405686888,attr,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,N,,,,,,,N,,,,,,,,N,,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N
0,1405686889,2051,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686890,3053,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686891,4058,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686892,5066,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686893,6068,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686894,7071,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686895,8075,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686896,9083,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686897,10095,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686898,11100,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686899,12108,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686900,13116,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686901,14119,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686902,15125,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686903,16135,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686904,17137,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686906,19320,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686907,20321,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686908,21324,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686909,22330,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686911,24379,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686912,25380,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686913,26386,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686914,27393,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686916,29796,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686917,30797,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686918,31809,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686920,33053,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686921,34060,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686922,35062,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686923,36067,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686924,37071,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686925,38080,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686926,39084,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686927,40088,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686928,41093,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686929,42095,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686930,43098,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686931,44100,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686932,45109,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686933,46116,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686934,47121,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686935,48130,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686936,49131,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686937,50138,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686938,51143,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686939,52150,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686940,53158,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686941,54162,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686943,56347,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686944,57355,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686945,58360,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686946,59366,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686947,60368,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686948,61376,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686949,62377,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686950,63384,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686951,64389,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686952,65392,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686953,66397,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686954,67400,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686955,68407,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686956,69415,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686958,71604,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686959,72611,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686960,73614,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686961,74620,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686963,76113,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686964,77114,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686965,78115,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686966,79118,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686967,80125,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686968,81132,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686969,82134,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686970,83138,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686971,84144,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686972,85154,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686973,86155,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686974,87157,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686975,88162,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686976,89167,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
0,1405686977,90172,-18718,16928,-18717,7,0,29292,-18717,21080,-18717,0,-1
