0,1405701836,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA)
0,1405701836,mins,,,0,,,,,,,,,,-37624,,,,,,,0
0,1405701836,maxs,,,37624,,,,,,,37624,,,,,,37624
0,1405701836,attr,,,N,,,,,,,,,,,,,N,,,,,,,,,N
0,1405701837,2308,-16888,-18693,-13984
0,1405701837,2561,-16888,-18693,-13984
0,1405701837,2813,-16888,-18693,-13984
0,1405701838,3064,-16888,-18693,-13984
0,1405701838,3324,-16888,-18693,-13984
0,1405701838,3581,-16888,-18693,-13984
0,1405701838,3834,-16888,-18693,-13984
0,1405701839,4088,-16888,-18693,-13984
0,1405701839,4342,-16888,-18693,-13984
0,1405701839,4593,-16888,-18693,-13984
0,1405701839,4844,-16888,-18693,-13984
0,1405701840,5095,-16888,-18693,-13984
0,1405701840,5355,-16888,-18693,-13984
0,1405701840,5607,-16888,-18693,-13984
0,1405701840,5861,-16888,-18693,-13984
0,1405701841,6115,-16888,-18693,-13984
0,1405701841,6369,-16888,-18693,-13984
0,1405701841,6621,-16888,-18693,-13984
0,1405701841,6874,-16888,-18693,-13984
0,1405701842,7126,-16888,-18693,-13984
0,1405701842,7380,-16888,-18693,-13984
0,1405701842,7632,-16888,-18693,-13984
0,1405701842,7890,-16888,-18693,-13984
0,1405701843,8845,-16888,-18693,-13984
0,1405701844,9112,-16888,-18693,-13984
0,1405701844,9366,-16888,-18693,-13984
0,1405701844,9620,-16888,-18693,-13984
0,1405701844,9872,-16888,-18693,-13984
0,1405701845,10125,-16888,-18693,-13984
0,1405701845,10385,-16888,-18693,-13984
0,1405701845,10636,-16888,-18693,-13984
0,1405701845,10893,-16888,-18693,-13984
0,1405701846,11148,-16888,-18693,-13984
0,1405701846,11416,-16888,-18693,-13984
0,1405701846,11670,-16888,-18693,-13984
0,1405701846,11923,-16888,-18693,-13984
0,1405701847,12176,-16888,-18693,-13984
0,1405701847,12434,-16888,-18693,-13984
0,1405701847,12690,-16888,-18693,-13984
0,1405701847,12948,-16888,-18693,-13984
0,1405701848,13203,-16888,-18693,-13984
0,1405701848,13454,-16888,-18693,-13984
0,1405701848,13707,-16888,-18693,-13984
0,1405701848,13974,-16888,-18693,-13984
0,1405701849,14233,-16888,-18693,-13984
0,1405701849,14489,-16888,-18693,-13984
0,1405701849,14749,-16888,-18693,-13984
0,1405701850,15002,-16888,-18693,-13984
0,1405701850,15256,-16888,-18693,-13984
0,1405701850,15514,-16888,-18693,-13984
0,1405701850,15766,-16888,-18693,-13984
0,1405701851,16022,-16888,-18693,-13984
0,1405701851,16279,-16888,-18693,-13984
0,1405701851,16538,-16888,-18693,-13984
0,1405701851,16796,-16888,-18693,-13984
0,1405701852,17049,-16888,-18693,-13984
0,1405701852,17301,-16888,-18693,-13984
0,1405701852,17554,-16888,-18693,-13984
0,1405701852,17806,-16888,-18693,-13984
0,1405701853,18080,-16888,-18693,-13984
0,1405701853,18331,-16888,-18693,-13984
0,1405701853,18582,-16888,-18693,-13984
0,1405701853,18839,-16888,-18693,-13984
0,1405701854,19097,-16888,-18693,-13984
0,1405701854,19352,-16888,-18693,-13984
0,1405701854,19604,-16888,-18693,-13984
0,1405701854,19860,-16888,-18693,-13984
0,1405701855,20123,-16888,-18693,-13984
0,1405701855,20382,-16888,-18693,-13984
0,1405701855,20635,-16888,-18693,-13984
0,1405701855,20888,-16888,-18693,-13984
0,1405701856,21144,-16888,-18693,-13984
0,1405701856,21399,-16888,-18693,-13984
0,1405701856,21651,-16888,-18693,-13984
0,1405701856,21908,-16888,-18693,-13984
0,1405701857,22175,-16888,-18693,-13984
0,1405701857,22429,-16888,-18693,-13984
0,1405701857,22686,-16888,-18693,-13984
0,1405701857,22937,-16888,-18693,-13984
0,1405701858,23190,-16888,-18693,-13984
0,1405701858,23443,-16888,-18693,-13984
0,1405701858,23696,-16888,-18693,-13984
0,1405701858,23954,-16888,-18693,-13984
0,1405701859,24208,-16888,-18693,-13984
0,1405701859,24465,-16888,-18693,-13984
0,1405701859,24719,-16888,-18693,-13984
0,1405701859,24972,-16888,-18693,-13984
0,1405701860,25229,-16888,-18693,-13984
0,1405701860,25481,-16888,-18693,-13984
0,1405701860,25738,-16888,-18693,-13984
0,1405701860,25999,-16888,-18693,-13984
0,1405701861,26251,-16888,-18693,-13984
0,1405701861,26515,-16888,-18693,-13984
0,1405701861,26772,-16888,-18693,-13984
0,1405701862,27023,-16888,-18693,-13984
0,1405701862,27278,-16888,-18693,-13984
0,1405701862,27532,-16888,-18693,-13984
0,1405701862,27788,-16888,-18693,-13984
0,1405701863,28042,-16888,-18693,-13984
0,1405701864,29946,-16888,-18693,-13984
0,1405701865,30212,-16888,-18693,-13984
0,1405701865,30466,-16888,-18693,-13984
0,1405701865,30719,-16888,-18693,-13984
0,1405701865,30977,-16888,-18693,-13984
0,1405701866,31229,-16888,-18693,-13984
0,1405701866,31487,-16888,-18693,-13984
0,1405701866,31743,-16888,-18693,-13984
0,1405701866,31996,-16888,-18693,-13984
0,1405701867,32250,-16888,-18693,-13984
0,1405701867,32501,-16888,-18693,-13984
0,1405701867,32756,-16888,-18693,-13984
0,1405701868,33010,-16888,-18693,-13984
0,1405701868,33272,-16888,-18693,-13984
0,1405701868,33756,-16888,-18693,-13984
0,1405701869,34007,-16888,-18693,-13984
0,1405701869,34261,-16888,-18693,-13984
0,1405701869,34521,-16888,-18693,-13984
0,1405701869,34773,-16888,-18693,-13984
0,1405701870,35024,-16888,-18693,-13984
0,1405701870,35285,-16888,-18693,-13984
0,1405701870,35538,-16888,-18693,-13984
0,1405701870,35792,-16888,-18693,-13984
0,1405701871,36047,-16888,-18693,-13984
0,1405701871,36301,-16888,-18693,-13984
0,1405701871,36555,-16888,-18693,-13984
0,1405701871,36815,-16888,-18693,-13984
0,1405701872,37071,-16888,-18693,-13984
0,1405701872,37329,-16888,-18693,-13984
0,1405701872,37582,-16888,-18693,-13984
0,1405701872,37837,-16888,-18693,-13984
0,1405701873,38095,-16888,-18693,-13984
0,1405701873,38351,-16888,-18693,-13984
0,1405701873,38612,-16888,-18693,-13984
0,1405701873,38863,-16888,-18693,-13984
0,1405701874,39417,-16888,-18693,-13984
0,1405701874,39676,-16888,-18693,-13984
0,1405701874,39932,-16888,-18693,-13984
0,1405701875,40185,-16888,-18693,-13984
0,1405701875,40442,-16888,-18693,-13984
0,1405701875,40697,-16888,-18693,-13984
0,1405701875,40952,-16888,-18693,-13984
0,1405701876,41204,-16888,-18693,-13984
0,1405701876,41464,-16888,-18693,-13984
0,1405701876,41722,-16888,-18693,-13984
0,1405701876,41980,-16888,-18693,-13984
0,1405701877,42237,-16888,-18693,-13984
0,1405701877,42498,-16888,-18693,-13984
0,1405701877,42755,-16888,-18693,-13984
0,1405701878,43011,-16888,-18693,-13984
0,1405701878,43264,-16888,-18693,-13984
0,1405701878,43521,-16888,-18693,-13984
0,1405701878,43775,-16888,-18693,-13984
0,1405701879,44026,-16888,-18693,-13984
0,1405701879,44277,-16888,-18693,-13984
0,1405701879,44553,-16888,-18693,-13984
0,1405701879,44811,-16888,-18693,-13984
0,1405701880,45069,-16888,-18693,-13984
0,1405701880,45320,-16888,-18693,-13984
0,1405701880,45575,-16888,-18693,-13984
0,1405701880,45833,-16888,-18693,-13984
0,1405701881,46086,-16888,-18693,-13984
0,1405701881,46338,-16888,-18693,-13984
0,1405701881,46606,-16888,-18693,-13984
0,1405701881,46860,-16888,-18693,-13984
0,1405701882,47114,-16888,-18693,-13984
0,1405701882,47367,-16888,-18693,-13984
0,1405701882,47621,-16888,-18693,-13984
0,1405701882,47877,-16888,-18693,-13984
0,1405701883,48130,-16888,-18693,-13984
0,1405701883,48384,-16888,-18693,-13984
0,1405701883,48653,-16888,-18693,-13984
0,1405701883,48905,-16888,-18693,-13984
0,1405701884,49161,-16888,-18693,-13984
0,1405701884,49414,-16888,-18693,-13984
0,1405701884,49668,-16888,-18693,-13984
0,1405701884,49926,-16888,-18693,-13984
0,1405701885,50179,-16888,-18693,-13984
0,1405701885,50446,-16888,-18693,-13984
0,1405701885,50700,-16888,-18693,-13984
0,1405701885,50961,-16888,-18693,-13984
0,1405701886,51218,-16888,-18693,-13984
0,1405701886,51474,-16888,-18693,-13984
0,1405701886,51732,-16888,-18693,-13984
0,1405701886,51988,-16888,-18693,-13984
0,1405701887,52242,-16888,-18693,-13984
0,1405701887,52523,-16888,-18693,-13984
0,1405701887,52785,-16888,-18693,-13984
0,1405701888,53042,-16888,-18693,-13984
0,1405701888,53300,-16888,-18693,-13984
0,1405701888,53554,-16888,-18693,-13984
0,1405701888,53805,-16888,-18693,-13984
0,1405701889,54064,-16888,-18693,-13984
0,1405701889,54318,-16888,-18693,-13984
0,1405701889,54574,-16888,-18693,-13984
0,1405701889,54827,-16888,-18693,-13984
0,1405701890,55080,-16888,-18693,-13984
0,1405701890,55336,-16888,-18693,-13984
0,1405701890,55594,-16888,-18693,-13984
0,1405701890,55851,-16888,-18693,-13984
0,1405701891,56103,-16888,-18693,-13984
0,1405701891,56355,-16888,-18693,-13984
0,1405701891,56610,-16888,-18693,-13984
0,1405701891,56861,-16888,-18693,-13984
0,1405701892,57122,-16888,-18693,-13984
0,1405701892,57375,-16888,-18693,-13984
0,1405701892,57626,-16888,-18693,-13984
0,1405701892,57878,-16888,-18693,-13984
0,1405701893,58129,-16888,-18693,-13984
0,1405701893,58388,-16888,-18693,-13984
0,1405701893,58644,-16888,-18693,-13984
0,1405701893,58896,-16888,-18693,-13984
0,1405701894,59154,-16888,-18693,-13984
0,1405701895,60171,-16888,-18693,-13984
0,1405701895,60434,-16888,-18693,-13984
0,1405701895,60689,-16888,-18693,-13984
0,1405701895,60945,-16888,-18693,-13984
0,1405701896,61198,-16888,-18693,-13984
0,1405701896,61460,-16888,-18693,-13984
0,1405701896,61711,-16888,-18693,-13984
0,1405701896,61962,-16888,-18693,-13984
0,1405701897,62215,-16888,-18693,-13984
0,1405701897,62467,-16888,-18693,-13984
0,1405701897,62734,-16888,-18693,-13984
0,1405701897,62989,-16888,-18693,-13984
0,1405701898,63244,-16888,-18693,-13984
0,1405701898,63501,-16888,-18693,-13984
0,1405701898,63759,-16888,-18693,-13984
0,1405701899,64013,-16888,-18693,-13984
0,1405701900,65245,-16888,-18693,-13984
0,1405701900,65499,-16888,-18693,-13984
0,1405701900,65758,-16888,-18693,-13984
0,1405701901,66014,-16888,-18693,-13984
0,1405701901,66272,-16888,-18693,-13984
0,1405701901,66530,-16888,-18693,-13984
0,1405701901,66787,-16888,-18693,-13984
