0,1405701836,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405701836,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405701836,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405701836,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1405701837,2308,0,0,0,0,0,0,0,0,0,0
0,1405701838,3312,30420,-90,13775,0,1,30330,-90,13745,99,1
0,1405701839,4313,30420,-90,13775,0,1,30330,-90,13745,99,1
0,1405701840,5317,30465,-92,13775,0,1,30330,-92,13745,99,1
0,1405701841,6320,30420,-92,13775,0,1,30330,-92,13745,99,1
0,1405701842,7324,30420,-8,13815,21362,1,30330,-6,13790,21769,1
0,1405701843,8845,30420,1,13830,23892,1,30330,2,13805,24134,1
0,1405701844,9852,30465,0,13840,23903,4,30330,0,13810,24145,2
0,1405701845,10858,30465,0,13840,23903,4,30330,1,13810,24145,2
0,1405701846,11861,30420,100,13890,23540,1,30330,101,13865,23859,3
0,1405701847,12868,30420,100,13900,23540,1,30330,100,13870,23870,3
0,1405701848,13869,30420,100,13905,23540,1,30330,100,13875,23870,3
0,1405701849,14875,30420,100,13910,23540,1,30330,100,13880,23870,3
0,1405701850,15876,30420,100,13915,23540,1,30330,101,13885,23870,3
0,1405701851,16882,30420,100,13915,23540,1,30330,101,13885,23870,3
0,1405701852,17892,30420,101,13920,23540,1,30330,101,13890,23870,3
0,1405701853,18897,30420,100,13925,23540,1,30330,101,13890,23870,3
0,1405701854,19907,30420,100,13925,23529,1,30330,101,13895,23870,3
0,1405701855,20910,30420,100,13930,23540,1,30330,101,13895,23870,3
0,1405701856,21917,30420,100,13930,23540,1,30330,101,13900,23870,3
0,1405701857,22918,30420,100,13935,23540,1,30330,101,13900,23870,3
0,1405701858,23924,30420,100,13935,23540,1,30330,101,13905,23870,3
0,1405701859,24928,30420,100,13940,23540,1,30330,101,13905,23870,3
0,1405701860,25934,30420,100,13940,23540,1,30330,101,13910,23870,3
0,1405701861,26944,30420,100,13945,23540,1,30330,101,13910,23870,3
0,1405701862,27946,30420,100,13945,23540,1,30330,101,13915,23870,3
0,1405701864,29946,30420,100,13945,23540,1,30330,101,13915,23870,3
0,1405701865,30950,30420,100,13955,23540,1,30330,101,13920,23870,3
0,1405701866,31954,30420,100,13955,23540,1,30330,101,13920,23870,3
