0,1405686888,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405686888,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405686888,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405686888,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1405686889,2051,0,0,0,0,0,0,0,0,0,0
0,1405686890,3053,30375,-75,13390,0,1,30240,-75,13385,99,1
0,1405686891,4058,30375,-75,13390,0,1,30240,-75,13385,99,1
0,1405686892,5066,30375,-75,13390,0,1,30240,-75,13385,99,1
0,1405686893,6068,30375,-75,13390,0,1,30240,-75,13380,99,1
0,1405686894,7071,30375,-75,13385,0,1,30240,-75,13380,99,1
0,1405686895,8075,30375,-75,13385,0,1,30240,-75,13380,99,1
0,1405686896,9083,30375,-74,13385,0,1,30240,-75,13380,99,1
0,1405686897,10095,30375,-75,13385,0,1,30240,-74,13380,99,1
0,1405686898,11100,30375,-74,13385,0,1,30240,-74,13380,99,1
0,1405686899,12108,30375,-74,13385,0,1,30240,-74,13380,99,1
0,1405686900,13116,30375,-74,13380,0,1,30240,-74,13380,99,1
0,1405686901,14119,30375,-75,13380,0,1,30240,-74,13375,99,1
0,1405686902,15125,30375,-74,13380,0,1,30240,-74,13375,99,1
0,1405686903,16135,30375,-74,13380,0,1,30240,-74,13375,99,1
0,1405686904,17137,30375,-74,13380,0,1,30240,-74,13375,99,1
0,1405686906,19320,30375,-75,13375,0,1,30240,-75,13375,99,1
0,1405686907,20321,30420,0,13435,23947,4,30285,0,13430,24178,2
0,1405686908,21324,30420,0,13435,23947,4,30285,0,13430,24178,2
0,1405686909,22330,30375,100,13485,23606,1,30240,100,13485,23903,3
0,1405686911,24379,30375,100,13490,23606,1,30240,101,13490,23903,3
0,1405686912,25380,30375,101,13505,23606,1,30240,101,13500,23914,3
0,1405686913,26386,30375,101,13505,23606,1,30285,101,13500,23914,3
0,1405686914,27393,30375,100,13510,23606,1,30240,101,13505,23903,3
0,1405686916,29796,30375,101,13510,23606,1,30285,101,13505,23914,3
0,1405686917,30797,30375,101,13515,23606,1,30240,101,13510,23914,3
0,1405686918,31809,30375,101,13520,23606,1,30285,101,13515,23914,3
0,1405686920,33053,30375,101,13520,23606,1,30285,101,13515,23914,3
0,1405686921,34060,30375,101,13525,23606,1,30240,101,13520,23914,3
0,1405686922,35062,30375,101,13525,23606,1,30240,101,13520,23914,3
0,1405686923,36067,30375,101,13525,23606,1,30240,101,13520,23914,3
0,1405686924,37071,30375,101,13530,23606,1,30240,101,13525,23914,3
0,1405686925,38080,30375,101,13530,23606,1,30240,101,13525,23914,3
0,1405686926,39084,30375,100,13535,23606,1,30285,101,13525,23914,3
0,1405686927,40088,30375,101,13535,23606,1,30240,101,13530,23914,3
0,1405686928,41093,30375,101,13535,23606,1,30240,101,13530,23914,3
0,1405686929,42095,30375,101,13540,23606,1,30285,101,13530,23914,3
0,1405686930,43098,30375,101,13540,23606,1,30285,101,13535,23914,3
0,1405686931,44100,30375,101,13545,23606,1,30285,101,13535,23914,3
0,1405686932,45109,30375,101,13545,23606,1,30240,101,13535,23903,3
0,1405686933,46116,30375,101,13545,23606,1,30240,101,13540,23914,3
0,1405686934,47121,30375,101,13550,23606,1,30285,101,13540,23914,3
0,1405686935,48130,30375,101,13550,23606,1,30240,101,13540,23914,3
