0,1405715931,utime,SV_desphI,SV_desspd,SV_trgphI,SV_drvst,SV_flt1lat,SV_flt1,SV_flt2,SV_flt3,SV_thrlim,SV_rgnlim,VC_discrete
0,1405715931,mins,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
0,1405715931,maxs,,,37624,,,,,,37624,,,,,37624,,,,,37624,,,,37624,,,,,37624,,,37624,,,37624,,,,37624,,,,,37624,,,,,,37624
0,1405715931,attr,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,N,,,,,,,N,,,,,,,,N,,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N
0,1405715931,1982,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715934,4667,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715935,5674,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715936,6677,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715937,7681,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715938,8990,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715939,9991,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715941,11006,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715942,12011,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715943,13014,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715944,14016,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715945,15018,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715946,16024,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715947,17027,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715948,18028,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715949,19032,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715950,20040,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715951,21042,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715952,22051,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715953,23057,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715954,24064,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715955,25068,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715956,26076,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715957,27081,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715958,28089,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715959,29090,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715960,30096,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715961,31098,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715962,32102,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715963,33103,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715964,34109,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715965,35117,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715966,36123,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715967,37127,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715968,38141,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715969,39142,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715970,40145,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715971,41152,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715972,42154,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
0,1405715973,43158,-18712,4640,-18710,3,0,17004,-18710,8792,-18710,0,-1
