0,1405778081,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA)
0,1405778081,mins,,,0,,,,,,,,,,-37624,,,,,,,0
0,1405778081,maxs,,,37624,,,,,,,37624,,,,,,37624
0,1405778081,attr,,,N,,,,,,,,,,,,,N,,,,,,,,,N
0,1405778082,2013,28,0,4
0,1405778082,2265,28,0,4
0,1405778082,2518,28,0,4
0,1405778082,2772,28,0,4
0,1405778083,3027,28,0,4
0,1405778083,3279,28,0,4
0,1405778083,3532,28,0,4
0,1405778083,3788,28,0,4
0,1405778084,4044,28,0,4
0,1405778084,4297,28,0,4
0,1405778084,4548,28,0,4
0,1405778084,4802,28,0,4
0,1405778085,5054,28,0,4
0,1405778085,5306,28,0,4
0,1405778085,5559,28,0,4
0,1405778085,5812,28,0,4
0,1405778086,6068,28,0,4
0,1405778086,6325,28,0,4
0,1405778086,6577,28,0,4
0,1405778086,6829,28,0,4
0,1405778087,7080,28,0,4
0,1405778087,7332,28,0,4
0,1405778087,7584,28,0,4
0,1405778087,7836,28,0,4
0,1405778088,8087,28,0,4
0,1405778088,8343,28,0,4
0,1405778088,8594,28,0,4
0,1405778088,8848,28,0,4
0,1405778089,9109,28,0,4
0,1405778089,9365,28,0,4
0,1405778089,9622,28,0,4
0,1405778089,9875,28,0,4
0,1405778090,10133,28,0,4
0,1405778090,10384,28,0,4
0,1405778090,10635,28,0,4
0,1405778090,10886,28,0,4
0,1405778091,11140,28,0,4
0,1405778091,11396,28,0,4
0,1405778091,11652,28,0,4
0,1405778091,11904,28,0,4
0,1405778092,12156,28,0,4
0,1405778092,12408,28,0,4
0,1405778092,12661,28,0,4
0,1405778092,12912,28,0,4
0,1405778093,13166,28,0,4
0,1405778093,13420,28,0,4
0,1405778093,13671,28,0,4
0,1405778093,13923,28,0,4
0,1405778094,14177,28,0,4
0,1405778094,14428,28,0,4
0,1405778094,14684,28,0,4
0,1405778094,14937,28,0,4
0,1405778095,15194,28,0,4
0,1405778095,15448,28,0,4
0,1405778095,15701,28,0,4
0,1405778095,15954,28,0,4
0,1405778096,16208,28,0,4
0,1405778096,16461,28,0,4
0,1405778096,16712,28,0,4
0,1405778096,16965,28,0,4
0,1405778097,17216,28,0,4
0,1405778097,17468,28,0,4
0,1405778097,17722,28,0,4
0,1405778097,17975,28,0,4
0,1405778098,18231,28,0,4
0,1405778098,18485,28,0,4
