0,1406030986,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA)
0,1406030986,mins,,,0,,,,,,,,,,-37624,,,,,,,0
0,1406030986,maxs,,,37624,,,,,,,37624,,,,,,37624
0,1406030986,attr,,,N,,,,,,,,,,,,,N,,,,,,,,,N
0,1406030986,1967,1,0,-22340
0,1406030987,2219,1,0,-22340
0,1406030987,2473,1,0,-22340
0,1406030987,2725,1,0,-22340
0,1406030987,2982,1,0,-22340
0,1406030988,3235,1,0,-22340
0,1406030988,3487,1,0,-22340
0,1406030988,3741,1,0,-22340
0,1406030988,3996,1,0,-22340
0,1406030989,4252,1,0,-22340
0,1406030989,4506,1,0,-22340
0,1406030989,4758,1,0,-22340
0,1406030990,5013,1,0,-22340
0,1406030990,5268,1,0,-22340
0,1406030990,5521,1,0,-22340
0,1406030990,5776,1,0,-22340
0,1406030991,6032,1,0,-22340
0,1406030991,6285,1,0,-22340
0,1406030991,6540,1,0,-22340
0,1406030991,6791,1,0,-22340
0,1406030992,7043,1,0,-22340
0,1406030992,7297,1,0,-22340
0,1406030992,7550,1,0,-22340
0,1406030992,7804,1,0,-22340
0,1406030993,8056,1,0,-22340
0,1406030993,8310,1,0,-22340
0,1406030993,8561,1,0,-22340
0,1406030993,8814,1,0,-22340
0,1406030994,9071,1,0,-22340
0,1406030994,9323,1,0,-22340
0,1406030994,9575,1,0,-22340
0,1406030994,9827,1,0,-22340
0,1406030995,10081,1,0,-22340
0,1406030995,10334,1,0,-22340
0,1406030995,10585,1,0,-22340
0,1406030995,10839,1,0,-22340
0,1406030996,11091,1,0,-22340
0,1406030996,11343,1,0,-22340
0,1406030996,11596,1,0,-22340
0,1406030996,11849,1,0,-22340
0,1406030997,12101,1,0,-22340
0,1406030997,12355,1,0,-22340
0,1406030997,12606,1,0,-22340
0,1406030997,12862,1,0,-22340
0,1406030998,13115,1,0,-22340
0,1406030998,13366,1,0,-22340
0,1406030998,13617,1,0,-22340
0,1406030998,13868,1,0,-22340
0,1406030999,14121,1,0,-22340
0,1406030999,14376,1,0,-22340
0,1406030999,14628,1,0,-22340
0,1406030999,14884,1,0,-22340
0,1406031000,15145,1,0,-22340
0,1406031000,15397,1,0,-22340
0,1406031000,15651,1,0,-22340
0,1406031000,15906,1,0,-22340
0,1406031001,16160,1,0,-22340
0,1406031001,16414,1,0,-22340
0,1406031001,16667,1,0,-22340
0,1406031001,16922,1,0,-22340
0,1406031002,17175,1,0,-22340
0,1406031004,19599,1,0,-22340
0,1406031004,19853,1,0,-22340
