0,1406071574,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1406071574,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1406071574,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1406071574,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1406071574,1944,0,0,0,0,0,0,0,0,0,0
0,1406071575,2948,31545,-137,13520,0,1,31455,-137,13550,198,1
0,1406071576,3950,31590,-137,13515,0,1,31455,-137,13550,198,1
0,1406071577,4955,31590,0,13585,23837,1,31455,1,13625,24090,1
0,1406071578,5958,31590,0,13590,23848,1,31455,1,13625,24112,1
0,1406071579,6963,31590,-2,13595,23859,4,31500,0,13635,24112,4
0,1406071580,7970,31590,-2,13600,23859,4,31500,0,13635,24112,4
0,1406071581,8972,31590,98,13645,23540,1,31500,100,13685,23837,1
0,1406071582,9978,31545,98,13650,23540,1,31455,100,13685,23837,1
0,1406071583,10986,31545,100,13655,23540,1,31455,100,13690,23837,1
0,1406071584,11992,31545,98,13660,23540,1,31500,98,13695,23837,1
0,1406071585,12996,31545,98,13660,23540,1,31455,100,13695,23837,1
0,1406071586,13999,31590,98,13665,23540,1,31455,100,13700,23837,1
0,1406071588,15004,31545,98,13665,23540,1,31455,100,13700,23848,1
0,1406071589,16008,31590,98,13670,23540,1,31455,100,13705,23837,1
0,1406071590,17014,31590,100,13670,23540,1,31455,100,13705,23848,1
0,1406071591,18015,31545,98,13675,23540,1,31455,100,13705,23848,1
0,1406071592,19019,31545,98,13675,23540,1,31455,100,13710,23837,1
0,1406071593,20024,31545,100,13680,23540,1,31455,100,13710,23837,1
0,1406071594,21030,31545,98,13680,23540,1,31455,100,13715,23837,1
