0,1406045455,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1406045455,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1406045455,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1406045455,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1406045485,37883,0,0,0,0,0,0,0,0,0,0
0,1406045486,38884,30915,1,13665,23870,4,30780,1,13600,24123,4
0,1406045487,39885,30915,1,13665,23870,4,30780,1,13600,24123,4
0,1406045488,40886,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045489,41888,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045490,42889,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045491,43890,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045492,44891,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045493,45892,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045494,46893,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045495,47895,30870,1,13670,23870,4,30780,2,13600,24123,4
0,1406045496,48896,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045497,49897,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045498,50898,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045499,51899,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045500,52900,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045501,53901,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045502,54902,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045503,55906,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045504,56907,30915,1,13670,23870,4,30780,1,13600,24123,4
0,1406045505,57908,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045506,58909,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045507,59911,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045508,60913,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045509,61915,30915,1,13665,23870,4,30780,2,13600,24123,4
0,1406045510,62916,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045511,63917,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045512,64918,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045513,65919,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045514,66921,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045515,67922,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045516,68923,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045517,69924,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045518,70926,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045519,71927,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045520,72928,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045521,73929,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045522,74930,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045523,75931,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045524,76932,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045525,77933,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045526,78935,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045527,79936,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045528,80937,30915,1,13670,23870,4,30780,2,13600,24123,4
0,1406045529,81938,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045530,82939,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045532,84198,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045533,85199,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045534,86200,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045535,87201,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045536,88722,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045537,89724,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045538,90725,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045539,91726,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045540,92727,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045541,93728,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045542,94730,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045543,95731,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045544,96733,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045545,97734,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045546,98735,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045547,99736,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045548,100737,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045549,101738,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045550,102740,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045551,103741,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045552,104743,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045553,105747,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045554,106748,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045555,107750,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045557,109311,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045558,110312,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045559,111313,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045560,112314,30915,1,13670,23870,4,30780,1,13605,24123,4
0,1406045561,113315,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045562,114316,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045563,115317,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045564,116318,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045565,117320,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045566,118321,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045567,119323,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045568,120324,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045569,121326,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045570,122327,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045571,123328,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045572,124329,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045573,125331,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045574,126332,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045575,127333,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045576,128335,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045577,129337,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045578,130338,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045579,131339,30915,1,13670,23870,4,30780,2,13605,24123,4
0,1406045580,132340,30915,1,13670,23870,4,30780,2,13605,24123,4
