0,1406030986,utime,SV_desphI,SV_desspd,SV_trgphI,SV_drvst,SV_flt1lat,SV_flt1,SV_flt2,SV_flt3,SV_thrlim,SV_rgnlim,VC_discrete
0,1406030986,mins,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
0,1406030986,maxs,,,37624,,,,,,37624,,,,,37624,,,,,37624,,,,37624,,,,,37624,,,37624,,,37624,,,,37624,,,,,37624,,,,,,37624
0,1406030986,attr,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,N,,,,,,,N,,,,,,,,N,,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N
0,1406030986,1967,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030987,2972,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030988,3976,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030989,4982,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030990,5987,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030991,6990,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030992,7996,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030993,8999,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030995,10002,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030996,11003,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030997,12004,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030998,13009,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406030999,14013,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031000,15014,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031001,16019,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031002,17022,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031004,19599,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031005,20605,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031006,21607,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031007,22610,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031008,23614,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031009,24616,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031010,25618,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031011,26620,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031012,27629,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031013,28630,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031014,29634,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031015,30635,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031016,31794,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031017,32800,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031018,33811,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031019,34818,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031020,35820,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031021,36825,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031022,37836,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031023,38839,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031024,39840,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031025,40843,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031026,41845,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031027,42847,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031028,43854,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031029,44862,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031030,45865,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031031,46867,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031032,47870,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031033,48876,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031034,49883,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031035,50886,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031037,52913,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031038,53915,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031039,54916,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031040,55920,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031041,56921,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031042,57926,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031043,58928,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031044,59931,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031045,60937,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031046,61938,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031047,62943,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031048,63946,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031049,64954,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031050,65958,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031053,68070,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031054,69071,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031055,70074,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031056,71079,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031057,72081,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031058,73129,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031059,74133,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031060,75139,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031061,76146,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031062,77150,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031063,78151,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031064,79155,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
0,1406031065,80158,-18693,0,0,-21856,-18704,1293,0,4,0,-22328,-1
