0,1405542637,utime,SV_desphI,SV_desspd,SV_trgphI,SV_drvst,SV_flt1lat,SV_flt1,SV_flt2,SV_flt3,SV_thrlim,SV_rgnlim,VC_discrete
0,1405542637,mins,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
0,1405542637,maxs,,,37624,,,,,,37624,,,,,37624,,,,,37624,,,,37624,,,,,37624,,,37624,,,37624,,,,37624,,,,,37624,,,,,,37624
0,1405542637,attr,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,N,,,,,,,N,,,,,,,,N,,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N
0,1405542668,32413,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542669,33414,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542670,34416,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542671,35417,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542672,36425,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542673,37442,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542674,38451,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542675,39457,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542676,40466,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542677,41467,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542678,42469,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542679,43470,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542680,44477,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542681,45485,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542682,46488,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542683,47491,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
0,1405542684,48494,-18714,5504,-18714,-24365,0,-28192,-18737,-29180,0,1,-1
