0,1405000298,utime,volts24,volts12,gappos,gapmotor,BSChKill,MotCont,MotPreC,ArrCont,ArrPreC,GapD1,GapIN1,GapIN2,ArrayA,ArrayB,ArrayC,Estop,Thren
0,1405000298,mins,,,,0,,,,,,0,,,,,,,0,,,,,,-2,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0
0,1405000298,maxs,,,100,,,,100,,,,100,,,,,,+2,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,1
0,1405000298,attr,,,,N,,,,,,,N,,,,,,N,,,,,,,N,,,,,,,,L,,,,,,,,L,,,,,,L,,,,,,,L,,,,,,,L,,,,,,L,,,,,L,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,L
0,1405000299,2305,55861,43216,48317,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1405000300,3310,55861,43216,48317,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405000301,4317,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000302,5319,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000303,6326,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000304,7327,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000305,8330,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000306,9337,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1405000307,10343,55861,43216,48317,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405000308,11344,55861,43216,48317,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1405000309,12347,55861,43216,48317,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
