0,1405087335,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA)
0,1405087335,mins,,,0,,,,,,,,,,-37624,,,,,,,0
0,1405087335,maxs,,,37624,,,,,,,37624,,,,,,37624
0,1405087335,attr,,,N,,,,,,,,,,,,,N,,,,,,,,,N
0,1405087336,2275,-25080,-18696,-9888
0,1405087336,2379,-25080,-18696,-9888
0,1405087336,2484,-25080,-18696,-9888
0,1405087336,2588,-25080,-18696,-9888
0,1405087336,2691,-25080,-18696,-9888
0,1405087336,2792,-25080,-18696,-9888
0,1405087336,2897,-25080,-18696,-9888
0,1405087337,3003,-25080,-18696,-9888
0,1405087337,3104,-25080,-18696,-9888
0,1405087337,3205,-25080,-18696,-9888
0,1405087337,3309,-25080,-18696,-9888
0,1405087337,3412,-25080,-18696,-9888
0,1405087337,3514,-25080,-18696,-9888
0,1405087337,3617,-25080,-18696,-9888
0,1405087337,3718,-25080,-18696,-9888
0,1405087337,3822,-25080,-18696,-9888
0,1405087337,3924,-25080,-18696,-9888
0,1405087338,4026,-25080,-18696,-9888
0,1405087338,4131,-25080,-18696,-9888
0,1405087338,4232,-25080,-18696,-9888
0,1405087338,4334,-25080,-18696,-9888
0,1405087339,5201,-25080,-18696,-9888
0,1405087339,5306,-25080,-18696,-9888
0,1405087339,5412,-25080,-18696,-9888
0,1405087339,5514,-25080,-18696,-9888
0,1405087339,5619,-25080,-18696,-9888
0,1405087339,5720,-25080,-18696,-9888
0,1405087339,5821,-25080,-18696,-9888
0,1405087339,5926,-25080,-18696,-9888
0,1405087340,6031,-25080,-18696,-9888
0,1405087340,6135,-25080,-18696,-9888
0,1405087340,6237,-25080,-18696,-9888
0,1405087340,6341,-25080,-18696,-9888
0,1405087340,6443,-25080,-18696,-9888
0,1405087340,6547,-25080,-18696,-9888
0,1405087340,6649,-25080,-18696,-9888
0,1405087340,6754,-25080,-18696,-9888
0,1405087340,6856,-25080,-18696,-9888
0,1405087340,6962,-25080,-18696,-9888
0,1405087341,7063,-25080,-18696,-9888
0,1405087341,7169,-25080,-18696,-9888
0,1405087341,7270,-25080,-18696,-9888
0,1405087341,7375,-25080,-18696,-9888
0,1405087341,7477,-25080,-18696,-9888
0,1405087341,7579,-25080,-18696,-9888
0,1405087341,7681,-25080,-18696,-9888
0,1405087341,7787,-25080,-18696,-9888
0,1405087341,7890,-25080,-18696,-9888
0,1405087341,7995,-25080,-18696,-9888
0,1405087342,8096,-25080,-18696,-9888
0,1405087342,8197,-25080,-18696,-9888
0,1405087342,8299,-25080,-18696,-9888
0,1405087342,8401,-25080,-18696,-9888
0,1405087342,8502,-25080,-18696,-9888
0,1405087342,8608,-25080,-18696,-9888
0,1405087342,8710,-25080,-18696,-9888
0,1405087342,8815,-25080,-18696,-9888
0,1405087342,8918,-25080,-18696,-9888
0,1405087343,9021,-25080,-18696,-9888
0,1405087343,9122,-25080,-18696,-9888
0,1405087343,9227,-25080,-18696,-9888
0,1405087343,9329,-25080,-18696,-9888
0,1405087343,9434,-25080,-18696,-9888
0,1405087343,9537,-25080,-18696,-9888
0,1405087343,9639,-25080,-18696,-9888
0,1405087343,9740,-25080,-18696,-9888
0,1405087346,12066,-25080,-18696,-9888
0,1405087347,13083,-25080,-18696,-9888
0,1405087347,13186,-25080,-18696,-9888
0,1405087347,13293,-25080,-18696,-9888
0,1405087347,13399,-25080,-18696,-9888
0,1405087347,13502,-25080,-18696,-9888
0,1405087347,13615,-25080,-18696,-9888
0,1405087347,13718,-25080,-18696,-9888
0,1405087347,13823,-25080,-18696,-9888
0,1405087347,13927,-25080,-18696,-9888
0,1405087348,14030,-25080,-18696,-9888
0,1405087348,14133,-25080,-18696,-9888
0,1405087348,14239,-25080,-18696,-9888
0,1405087348,14355,-25080,-18696,-9888
0,1405087348,14462,-25080,-18696,-9888
0,1405087348,14566,-25080,-18696,-9888
0,1405087348,14669,-25080,-18696,-9888
0,1405087348,14774,-25080,-18696,-9888
0,1405087348,14877,-25080,-18696,-9888
0,1405087348,14980,-25080,-18696,-9888
0,1405087349,15082,-25080,-18696,-9888
0,1405087349,15187,-25080,-18696,-9888
0,1405087349,15295,-25080,-18696,-9888
0,1405087349,15401,-25080,-18696,-9888
0,1405087349,15510,-25080,-18696,-9888
0,1405087349,15614,-25080,-18696,-9888
0,1405087349,15715,-25080,-18696,-9888
0,1405087349,15818,-25080,-18696,-9888
0,1405087349,15926,-25080,-18696,-9888
0,1405087350,16029,-25080,-18696,-9888
0,1405087350,16140,-25080,-18696,-9888
0,1405087350,16247,-25080,-18696,-9888
0,1405087350,16352,-25080,-18696,-9888
0,1405087350,16453,-25080,-18696,-9888
0,1405087350,16557,-25080,-18696,-9888
0,1405087350,16661,-25080,-18696,-9888
0,1405087350,16765,-25080,-18696,-9888
0,1405087350,16869,-25080,-18696,-9888
0,1405087350,16973,-25080,-18696,-9888
0,1405087351,17075,-25080,-18696,-9888
0,1405087351,17180,-25080,-18696,-9888
0,1405087351,17292,-25080,-18696,-9888
0,1405087351,17400,-25080,-18696,-9888
0,1405087351,17503,-25080,-18696,-9888
0,1405087351,17605,-25080,-18696,-9888
0,1405087351,17712,-25080,-18696,-9888
0,1405087351,17821,-25080,-18696,-9888
0,1405087351,17927,-25080,-18696,-9888
0,1405087352,18029,-25080,-18696,-9888
0,1405087352,18135,-25080,-18696,-9888
0,1405087352,18238,-25080,-18696,-9888
0,1405087352,18343,-25080,-18696,-9888
0,1405087352,18448,-25080,-18696,-9888
0,1405087352,18550,-25080,-18696,-9888
0,1405087352,18652,-25080,-18696,-9888
0,1405087352,18760,-25080,-18696,-9888
0,1405087352,18865,-25080,-18696,-9888
0,1405087352,18968,-25080,-18696,-9888
0,1405087353,19072,-25080,-18696,-9888
0,1405087353,19177,-25080,-18696,-9888
0,1405087353,19280,-25080,-18696,-9888
0,1405087353,19389,-25080,-18696,-9888
0,1405087353,19492,-25080,-18696,-9888
0,1405087353,19593,-25080,-18696,-9888
0,1405087353,19697,-25080,-18696,-9888
0,1405087353,19804,-25080,-18696,-9888
0,1405087353,19909,-25080,-18696,-9888
0,1405087354,20013,-25080,-18696,-9888
0,1405087354,20118,-25080,-18696,-9888
0,1405087354,20234,-25080,-18696,-9888
0,1405087354,20337,-25080,-18696,-9888
0,1405087354,20442,-25080,-18696,-9888
0,1405087354,20546,-25080,-18696,-9888
0,1405087354,20649,-25080,-18696,-9888
0,1405087354,20750,-25080,-18696,-9888
0,1405087354,20855,-25080,-18696,-9888
0,1405087354,20964,-25080,-18696,-9888
0,1405087355,21066,-25080,-18696,-9888
0,1405087355,21169,-25080,-18696,-9888
0,1405087355,21277,-25080,-18696,-9888
0,1405087355,21381,-25080,-18696,-9888
0,1405087355,21487,-25080,-18696,-9888
0,1405087355,21591,-25080,-18696,-9888
0,1405087355,21693,-25080,-18696,-9888
0,1405087355,21796,-25080,-18696,-9888
0,1405087355,21897,-25080,-18696,-9888
0,1405087355,21998,-25080,-18696,-9888
0,1405087356,22101,-25080,-18696,-9888
0,1405087356,22203,-25080,-18696,-9888
0,1405087356,22319,-25080,-18696,-9888
0,1405087356,22423,-25080,-18696,-9888
0,1405087356,22527,-25080,-18696,-9888
0,1405087356,22628,-25080,-18696,-9888
0,1405087356,22729,-25080,-18696,-9888
0,1405087356,22830,-25080,-18696,-9888
0,1405087356,22933,-25080,-18696,-9888
0,1405087357,23036,-25080,-18696,-9888
0,1405087357,23138,-25080,-18696,-9888
0,1405087357,23254,-25080,-18696,-9888
0,1405087357,23355,-25080,-18696,-9888
0,1405087357,23464,-25080,-18696,-9888
0,1405087357,23565,-25080,-18696,-9888
0,1405087357,23666,-25080,-18696,-9888
0,1405087357,23769,-25080,-18696,-9888
0,1405087357,23873,-25080,-18696,-9888
0,1405087357,23981,-25080,-18696,-9888
0,1405087358,24085,-25080,-18696,-9888
0,1405087358,24189,-25080,-18696,-9888
0,1405087358,24291,-25080,-18696,-9888
0,1405087358,24407,-25080,-18696,-9888
0,1405087358,24511,-25080,-18696,-9888
0,1405087358,24614,-25080,-18696,-9888
0,1405087358,24715,-25080,-18696,-9888
0,1405087358,24817,-25080,-18696,-9888
0,1405087358,24918,-25080,-18696,-9888
0,1405087359,25022,-25080,-18696,-9888
0,1405087359,25125,-25080,-18696,-9888
0,1405087359,25234,-25080,-18696,-9888
0,1405087359,25339,-25080,-18696,-9888
0,1405087359,25446,-25080,-18696,-9888
0,1405087359,25559,-25080,-18696,-9888
0,1405087359,25665,-25080,-18696,-9888
0,1405087359,25767,-25080,-18696,-9888
0,1405087359,25871,-25080,-18696,-9888
0,1405087359,25978,-25080,-18696,-9888
0,1405087360,26083,-25080,-18696,-9888
0,1405087360,26199,-25080,-18696,-9888
0,1405087360,26303,-25080,-18696,-9888
0,1405087360,26404,-25080,-18696,-9888
0,1405087360,26512,-25080,-18696,-9888
0,1405087360,26614,-25080,-18696,-9888
0,1405087360,26719,-25080,-18696,-9888
0,1405087360,26823,-25080,-18696,-9888
0,1405087360,26925,-25080,-18696,-9888
0,1405087361,27028,-25080,-18696,-9888
0,1405087361,27129,-25080,-18696,-9888
0,1405087361,27230,-25080,-18696,-9888
0,1405087361,27337,-25080,-18696,-9888
0,1405087361,27439,-25080,-18696,-9888
0,1405087361,27547,-25080,-18696,-9888
0,1405087361,27658,-25080,-18696,-9888
0,1405087361,27760,-25080,-18696,-9888
0,1405087361,27864,-25080,-18696,-9888
0,1405087361,27968,-25080,-18696,-9888
0,1405087362,28069,-25080,-18696,-9888
0,1405087362,28184,-25080,-18696,-9888
0,1405087362,28298,-25080,-18696,-9888
0,1405087362,28400,-25080,-18696,-9888
0,1405087362,28504,-25080,-18696,-9888
0,1405087362,28609,-25080,-18696,-9888
0,1405087362,28713,-25080,-18696,-9888
0,1405087362,28816,-25080,-18696,-9888
0,1405087362,28919,-25080,-18696,-9888
0,1405087363,29020,-25080,-18696,-9888
0,1405087363,29126,-25080,-18696,-9888
0,1405087363,29231,-25080,-18696,-9888
0,1405087363,29335,-25080,-18696,-9888
0,1405087363,29444,-25080,-18696,-9888
0,1405087363,29548,-25080,-18696,-9888
0,1405087363,29650,-25080,-18696,-9888
0,1405087363,29755,-25080,-18696,-9888
0,1405087363,29858,-25080,-18696,-9888
0,1405087363,29961,-25080,-18696,-9888
0,1405087364,30065,-25080,-18696,-9888
0,1405087364,30170,-25080,-18696,-9888
0,1405087364,30281,-25080,-18696,-9888
0,1405087364,30388,-25080,-18696,-9888
0,1405087364,30493,-25080,-18696,-9888
0,1405087364,30602,-25080,-18696,-9888
0,1405087364,30705,-25080,-18696,-9888
0,1405087364,30808,-25080,-18696,-9888
0,1405087364,30913,-25080,-18696,-9888
0,1405087365,31018,-25080,-18696,-9888
0,1405087365,31121,-25080,-18696,-9888
0,1405087365,31227,-25080,-18696,-9888
0,1405087365,31333,-25080,-18696,-9888
0,1405087365,31445,-25080,-18696,-9888
0,1405087365,31551,-25080,-18696,-9888
0,1405087365,31652,-25080,-18696,-9888
0,1405087365,31754,-25080,-18696,-9888
0,1405087365,31858,-25080,-18696,-9888
0,1405087365,31960,-25080,-18696,-9888
0,1405087366,32065,-25080,-18696,-9888
0,1405087366,32173,-25080,-18696,-9888
0,1405087366,32274,-25080,-18696,-9888
0,1405087366,32390,-25080,-18696,-9888
0,1405087366,32493,-25080,-18696,-9888
0,1405087366,32601,-25080,-18696,-9888
0,1405087366,32709,-25080,-18696,-9888
0,1405087366,32811,-25080,-18696,-9888
0,1405087366,32917,-25080,-18696,-9888
0,1405087367,33018,-25080,-18696,-9888
0,1405087367,33122,-25080,-18696,-9888
0,1405087367,33227,-25080,-18696,-9888
0,1405087367,33330,-25080,-18696,-9888
0,1405087367,33432,-25080,-18696,-9888
0,1405087367,33539,-25080,-18696,-9888
0,1405087367,33643,-25080,-18696,-9888
0,1405087367,33748,-25080,-18696,-9888
0,1405087367,33851,-25080,-18696,-9888
0,1405087367,33954,-25080,-18696,-9888
0,1405087368,34056,-25080,-18696,-9888
0,1405087368,34165,-25080,-18696,-9888
0,1405087368,34273,-25080,-18696,-9888
0,1405087368,34382,-25080,-18696,-9888
0,1405087368,34487,-25080,-18696,-9888
0,1405087368,34591,-25080,-18696,-9888
0,1405087368,34698,-25080,-18696,-9888
0,1405087368,34804,-25080,-18696,-9888
0,1405087368,34906,-25080,-18696,-9888
