0,1412489750,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1412489750,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1412489750,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1412489750,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1412489751,4294967295,0,0,0,0,0,0,0,0,0,0
0,1405941375,48222,30330,-89,12650,0,1,30150,-89,11010,88,1
0,1405941376,49226,30330,-87,12650,0,1,30150,-87,11010,88,1
0,1405941377,50228,30330,-89,12650,0,1,30150,-87,11010,88,1
0,1405941378,51229,30330,-89,12650,0,1,30150,-87,11005,88,1
0,1405941379,52231,30330,-89,12650,0,1,30150,-89,11005,88,1
0,1405941380,53232,30330,-87,12650,0,1,30150,-87,11005,88,1
0,1405941381,54237,30330,-89,12645,0,1,30150,-87,11005,88,1
0,1405941382,55238,30330,-87,12645,0,1,30150,-87,11005,88,1
0,1405941383,56243,30330,-89,12645,0,1,30150,-87,11005,88,1
0,1405941384,57250,30330,-87,12645,0,1,30150,-87,11000,88,1
0,1405941385,58253,30330,-89,12645,0,1,30150,-87,11000,88,1
0,1405941386,59256,30330,-89,12645,0,1,30150,-87,11000,88,1
0,1405941387,60263,30330,-89,12640,0,1,30195,-89,11000,88,1
0,1405941388,61265,30330,-89,12640,0,1,30150,-87,11000,88,1
0,1405941389,62270,30330,-87,12640,0,1,30150,-87,11000,88,1
0,1405941390,63273,30330,-89,12640,0,1,30150,-87,11000,88,1
0,1405941391,64501,30330,-89,12640,0,1,30150,-87,11000,88,1
0,1405941392,65503,30330,-87,12640,0,1,30150,-87,10995,88,1
0,1405941393,66507,30330,-87,12635,0,1,30150,-87,10995,88,1
0,1405941394,67514,30330,-87,12635,0,1,30150,-87,10995,88,1
0,1405941395,68522,30330,-89,12635,0,1,30150,-89,10990,88,1
0,1405941396,69530,30330,-87,12635,0,1,30150,-87,10995,88,1
0,1405941397,70533,30330,-87,12635,0,1,30150,-87,10990,88,1
0,1405941398,71534,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941399,72539,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941400,73542,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941401,74543,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941402,75546,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941403,76551,30330,-87,12630,0,1,30150,-87,10990,88,1
0,1405941404,77553,30330,-87,12630,0,1,30150,-87,10985,88,1
