0,1405616312,utime,SV_desphI,SV_desspd,SV_trgphI,SV_drvst,SV_flt1lat,SV_flt1,SV_flt2,SV_flt3,SV_thrlim,SV_rgnlim,VC_discrete
0,1405616312,mins,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
0,1405616312,maxs,,,37624,,,,,,37624,,,,,37624,,,,,37624,,,,37624,,,,,37624,,,37624,,,37624,,,,37624,,,,,37624,,,,,,37624
0,1405616312,attr,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,N,,,,,,,N,,,,,,,,N,,,,,,N,,,,,,,,,N,,,,,,,,,,N,,,,,,,,N
0,1405616342,37823,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616343,38824,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616344,39825,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616345,40826,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616346,41827,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616347,42830,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616348,43832,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616349,44833,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616350,45834,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616351,46837,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616352,47838,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616353,48840,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616354,49842,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616355,50843,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
0,1405616356,51844,-18711,13696,-18711,-24365,0,-20000,-18734,-29180,0,1,-1
