0,1405348953,utime,UTC_GPS,Lat,Long,Alt,Track,,GS,FIX,MagV,Date
0,1405348953,mins,,,,0,,,,,,0,,,,0,,,,0,,,0,,,,,0,,0,,,0,,,,0
0,1405348953,maxs,,,,0,,,,,,0,,,,0,,,,0,,,0,,,,,0,,0,,,0,,,,0
0,1405348953,attr,,,,N,,,,,,S,,,,S,,,,N,,,N,,,,,N,,N,,,U,,,,N
0,1405348954,2384,0
0,1405348955,3386,1405348955,NANA,NANA,NAM,0.00,0.00K,144235.407V0,NAN,140714
0,1405348956,4387,1405348956,NANA,NANA,NAM,0.00,0.00K,144236.407V0,NAN,140714
0,1405348957,5397,1405348957,NANA,NANA,NAM,0.00,0.00K,144237.407V0,NAN,140714
0,1405348958,6402,1405348958,NANA,NANA,NAM,0.00,0.00K,144238.407V0,NAN,140714
0,1405348959,7406,1405348959,NANA,NANA,NAM,0.00,0.00K,144239.407V0,NAN,140714
0,1405348960,8410,1405348960,NANA,NANA,NAM,0.00,0.00K,144240.407V0,NAN,140714
0,1405348961,9411,1405348961,NANA,NANA,NAM,0.00,0.00K,144241.407V0,NAN,140714
0,1405348962,10414,1405348962,NANA,NANA,NAM,0.00,0.00K,144242.407V0,NAN,140714
0,1405348963,11418,1405348963,NANA,NANA,NAM,0.00,0.00K,144243.407V0,NAN,140714
0,1405348964,12425,1405348964,NANA,NANA,NAM,0.00,0.00K,144244.407V0,NAN,140714
0,1405348965,13430,1405348965,NANA,NANA,NAM,0.00,0.00K,144245.407V0,NAN,140714
0,1405348966,14432,1405348966,NANA,NANA,NAM,0.00,0.00K,144246.407V0,NAN,140714
0,1405348967,15433,1405348967,NANA,NANA,NAM,0.00,0.00K,144247.407V0,NAN,140714
0,1405348968,16435,1405348968,NANA,NANA,NAM,0.00,0.00K,144248.407V0,NAN,140714
0,1405348969,17441,1405348969,NANA,NANA,NAM,0.00,0.00K,144249.407V0,NAN,140714
0,1405348970,18450,1405348969,NANA,NANA,NAM,0.00,0.00K,144249.407V0,NAN,140714
0,1405348971,19453,1405348970,NANA,NANA,NAM,0.00,0.00K,144250.407V0,NAN,140714
