0,1405324619,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405324619,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405324619,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405324619,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
