0,1405324619,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA),AM_bpT(dC),,AM_amT(dC),AM_motT(dC),AM_SOC,AM_thr,AM_rgn
0,1405324619,mins,,,0,,,,,,0,,,,-37624,,,,,,,,0,,,,,0,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0
0,1405324619,maxs,,,0,,,,,37624,,37624,,,,,37624,37624,,37624,,,,37624,,37624,,37624
0,1405324619,attr,,,N,,,,,,,,N,,,,,,N,,,,,,,,N,,,,,,N,,,,,N,,,,,,,N,,,,,,,N,,,,,,,N
