0,1405367576,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405367576,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405367576,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405367576,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1405367577,2206,0,0,0,0,0,0,0,0,0,0
0,1405367578,3211,30825,-105,13550,0,1,30735,-107,13390,132,1
0,1405367579,4215,30825,-107,13550,0,1,30735,-107,13390,132,1
0,1405367580,5224,30825,-107,13550,0,1,30735,-107,13390,132,1
0,1405367585,10190,30825,-107,13550,0,1,30735,-107,13390,132,1
0,1405367586,11191,30825,-107,13545,0,1,30735,-108,13385,132,1
0,1405367587,12195,30825,-107,13545,0,1,30735,-107,13385,132,1
0,1405367588,13198,30825,-107,13545,0,1,30735,-107,13385,132,1
0,1405367589,14203,30825,-105,13545,0,1,30735,-107,13385,132,1
0,1405367590,15206,30825,-108,13545,0,1,30735,-110,13380,132,1
0,1405367591,16207,30825,-107,13545,0,1,30735,-107,13380,132,1
0,1405367592,17214,30825,-107,13540,0,1,30735,-107,13380,132,1
0,1405367593,18215,30825,-107,13540,0,1,30735,-107,13380,132,1
0,1405367594,19223,30825,-105,13540,0,1,30735,-107,13380,132,1
0,1405367595,20224,30825,-105,13540,0,1,30735,-107,13380,132,1
0,1405367596,21230,30825,-105,13540,0,1,30735,-107,13380,132,1
0,1405367597,22233,30825,-107,13540,0,1,30735,-107,13375,132,1
0,1405367598,23238,30825,-107,13540,0,1,30735,-107,13375,132,1
0,1405367599,24247,30825,-105,13540,0,1,30735,-107,13375,132,1
0,1405367600,25248,30825,-107,13540,0,1,30735,-107,13375,132,1
0,1405367601,26515,30825,-107,13540,0,1,30735,-107,13375,132,1
0,1405367602,27520,30825,-107,13535,0,1,30735,-107,13375,132,1
0,1405367603,28527,30825,-107,13535,0,1,30735,-107,13375,132,1
0,1405367604,29529,30825,-107,13535,0,1,30735,-107,13375,132,1
0,1405367605,30532,30825,-107,13535,0,1,30735,-107,13370,132,1
0,1405367606,31543,30825,-105,13535,0,1,30735,-107,13370,132,1
0,1405367607,32545,30825,-108,13535,0,1,30735,-108,13370,132,1
0,1405367608,33550,30825,-107,13535,0,1,30735,-107,13370,132,1
0,1405367609,34557,30825,-107,13530,0,1,30735,-108,13370,132,1
0,1405367612,37712,30825,-105,13530,0,1,30735,-107,13370,132,1
0,1405367614,39487,30825,-107,13530,0,1,30735,-107,13370,132,1
0,1405367615,40489,30825,-107,13530,0,1,30735,-107,13365,132,1
0,1405367616,41496,30825,-107,13530,0,1,30735,-107,13370,132,1
0,1405367617,42504,30825,-107,13530,0,1,30735,-107,13365,132,1
0,1405367618,43756,30825,-107,13530,0,1,30735,-108,13365,132,1
0,1405367619,44758,30825,-105,13530,0,1,30735,-107,13365,132,1
0,1405367620,45762,30825,-105,13530,0,1,30735,-107,13365,132,1
0,1405367621,46764,30825,-105,13525,0,1,30735,-107,13365,132,1
0,1405367622,47772,30825,-105,13525,0,1,30735,-107,13365,132,1
0,1405367623,48774,30825,-107,13525,0,1,30735,-107,13360,132,1
0,1405367624,49778,30825,-107,13525,0,1,30735,-108,13360,132,1
0,1405367625,50787,30825,-107,13525,0,1,30735,-107,13360,132,1
0,1405367626,51792,30825,-105,13525,0,1,30735,-107,13360,132,1
0,1405367627,52796,30825,-105,13525,0,1,30735,-107,13360,132,1
0,1405367628,53802,30825,-105,13520,0,1,30735,-107,13360,132,1
0,1405367629,54809,30825,-105,13525,0,1,30735,-107,13360,132,1
0,1405367630,55814,30825,-105,13520,0,1,30735,-107,13360,132,1
0,1405367631,56815,30825,-105,13520,0,1,30735,-107,13360,132,1
0,1405367632,57817,30825,-105,13520,0,1,30735,-107,13360,132,1
0,1405367633,58824,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367634,59828,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367635,60834,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367636,61846,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367637,62850,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367639,64442,30825,-105,13520,0,1,30735,-107,13355,132,1
0,1405367640,65450,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367641,66453,30825,-105,13515,0,1,30735,-107,13355,132,1
0,1405367642,67459,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367644,69558,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367645,70563,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367646,71565,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367647,72570,30825,-105,13515,0,1,30735,-107,13350,132,1
0,1405367648,73576,30825,-105,13510,0,1,30735,-107,13350,132,1
0,1405367649,74577,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367650,75582,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367651,76600,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367652,77609,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367653,78616,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367654,79626,30825,-105,13510,0,1,30690,-107,13345,132,1
0,1405367655,80629,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367656,81633,30825,-105,13510,0,1,30735,-107,13345,132,1
0,1405367657,82635,30825,-107,13505,0,1,30735,-107,13340,132,1
0,1405367658,83846,30825,-105,13505,0,1,30735,-105,13340,132,1
0,1405367659,84853,30825,-107,13505,0,1,30735,-107,13340,132,1
0,1405367660,85856,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367661,86868,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367662,87877,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367663,88885,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367664,89890,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367665,90892,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367666,91895,30825,-105,13505,0,1,30735,-107,13340,132,1
0,1405367667,92896,30825,-105,13500,0,1,30735,-107,13340,132,1
0,1405367668,93899,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367669,94903,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367670,95913,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367671,96915,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367672,97919,30825,-105,13500,0,1,30690,-107,13335,132,1
0,1405367673,98930,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367674,99935,30825,-105,13500,0,1,30735,-107,13335,132,1
0,1405367675,100938,30825,-105,13495,0,1,30690,-107,13330,132,1
0,1405367676,101940,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367677,102951,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367678,103956,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367679,104958,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367680,105966,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367681,106969,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367682,107977,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367683,108984,30825,-105,13495,0,1,30690,-107,13330,132,1
0,1405367684,109992,30825,-105,13495,0,1,30735,-107,13330,132,1
0,1405367686,111002,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367687,112011,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367688,113020,30825,-107,13490,0,1,30735,-107,13325,132,1
0,1405367689,114024,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367690,115031,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367691,116034,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367692,117040,30825,-107,13490,0,1,30690,-107,13325,132,1
0,1405367693,118042,30825,-105,13490,0,1,30735,-107,13325,132,1
0,1405367694,119048,30825,-107,13490,0,1,30735,-107,13320,132,1
0,1405367695,120056,30825,-105,13490,0,1,30735,-107,13320,132,1
0,1405367696,121064,30825,-105,13485,0,1,30735,-107,13320,132,1
0,1405367697,122070,30825,-107,13485,0,1,30735,-107,13320,132,1
