0,1405324619,utime,AM_vel(rpm),AM_supV(dV),AM_supI(dA)
0,1405324619,mins,,,0,,,,,,,,,,-37624,,,,,,,0
0,1405324619,maxs,,,37624,,,,,,,37624,,,,,,37624
0,1405324619,attr,,,N,,,,,,,,,,,,,N,,,,,,,,,N
