0,1405324624,utime,T(cK),I(cA),V(mV),V_sup(mV),Stat,T(cK),I(cA),V(mV),V_sup(mV),Stat
0,1405324624,mins,,,0,,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0
0,1405324624,maxs,,32768,,,32768,,32768,,32768,32768,32768,32768,32768,,32768,,32768
0,1405324624,attr,,N,,,,,,,,N,,,,,,N,,,,,,,N,,,,,N,,,,,N,,,,,N,,,,,N,,,,N,,,,,,,N
0,1405324655,32344,0,0,0,0,0,0,0,0,0,0
0,1405324656,33347,29430,-108,13090,0,1,29295,-110,13020,77,1
0,1405324657,34348,29430,-108,13085,0,1,29295,-110,13020,77,1
0,1405324658,35377,29430,-108,13085,0,1,29295,-110,13015,77,1
0,1405324659,36378,29430,-108,13085,0,1,29295,-108,13015,77,1
0,1405324660,37380,29430,-87,13095,0,1,29295,-87,13025,77,1
0,1405324661,38387,29430,-86,13095,0,1,29295,-87,13025,77,1
0,1405324662,39390,29430,-86,13095,0,1,29295,-87,13025,77,1
0,1405324663,40392,29430,-86,13095,0,1,29295,-87,13025,77,1
0,1405324664,41393,29430,-87,13095,0,1,29295,-87,13025,77,1
0,1405324665,42400,29430,-87,13090,0,1,29295,-87,13025,77,1
0,1405324666,43402,29430,-87,13090,0,1,29295,-87,13025,77,1
0,1405324667,44404,29430,-87,13090,0,1,29295,-87,13020,77,1
0,1405324668,45406,29430,-87,13090,0,1,29295,-87,13020,77,1
0,1405324669,46407,29430,-87,13090,0,1,29295,-87,13020,77,1
0,1405324670,47412,29430,-87,13090,0,1,29295,-87,13020,77,1
0,1405324671,48422,29430,-86,13090,0,1,29295,-87,13020,77,1
0,1405324672,49428,29430,-86,13085,0,1,29295,-87,13020,77,1
0,1405324674,51231,29430,-86,13085,0,1,29295,-87,13020,77,1
0,1405324675,52238,29475,0,13155,23947,4,29340,0,13090,24178,2
0,1405324676,53244,29475,0,13160,23947,4,29340,0,13090,24178,2
0,1405324677,54248,29475,52,13185,23771,1,29340,80,13135,23969,3
0,1405324678,55250,29430,101,13225,23617,1,29295,100,13155,23914,3
0,1405324679,56265,29430,101,13230,23617,1,29295,100,13160,23914,3
0,1405324680,57272,29430,101,13235,23617,1,29340,100,13165,23914,3
0,1405324681,58275,29430,101,13235,23617,1,29340,100,13170,23914,3
0,1405324682,59280,29430,101,13240,23617,1,29340,101,13170,23914,3
0,1405324683,60290,29430,101,13245,23617,1,29295,101,13175,23914,3
0,1405324684,61305,29430,101,13245,23617,1,29295,101,13175,23914,3
0,1405324685,62313,29430,101,13250,23617,1,29340,100,13180,23914,3
0,1405324686,63321,29430,101,13250,23617,1,29295,101,13180,23914,3
0,1405324687,64326,29430,101,13255,23617,1,29295,101,13185,23914,3
0,1405324688,65332,29430,101,13255,23617,1,29340,101,13185,23914,3
0,1405324689,66459,29430,101,13255,23617,1,29340,101,13185,23914,3
0,1405324690,67467,29430,101,13260,23617,1,29295,101,13190,23914,3
0,1405324691,68474,29430,101,13265,23617,1,29340,101,13195,23914,3
0,1405324692,69484,29430,101,13265,23617,1,29340,101,13195,23914,3
0,1405324693,70803,29430,101,13265,23617,1,29295,101,13195,23925,3
0,1405324694,71812,29430,101,13270,23617,1,29295,101,13200,23914,3
0,1405324695,72817,29430,101,13270,23617,1,29295,100,13200,23914,3
0,1405324696,73818,29430,101,13275,23617,1,29295,101,13205,23914,3
0,1405324697,74828,29430,101,13275,23617,1,29295,101,13205,23914,3
0,1405324698,75830,29430,101,13275,23617,1,29295,101,13205,23914,3
0,1405324699,76836,29430,101,13280,23617,1,29295,101,13210,23914,3
0,1405324700,77845,29430,101,13280,23617,1,29340,100,13210,23914,3
0,1405324701,78850,29430,101,13280,23617,1,29295,100,13210,23914,3
0,1405324702,79853,29430,101,13285,23617,1,29295,100,13215,23914,3
0,1405324703,80861,29430,101,13285,23617,1,29295,101,13215,23914,3
0,1405324704,81862,29430,101,13285,23617,1,29295,100,13215,23914,3
0,1405324705,82868,29430,101,13290,23617,1,29340,101,13220,23914,3
0,1405324706,83873,29430,101,13290,23617,1,29340,101,13220,23914,3
0,1405324707,84874,29430,101,13290,23617,1,29340,100,13220,23914,3
0,1405324709,86689,29430,101,13290,23617,1,29295,100,13220,23914,3
0,1405324710,87695,29430,101,13295,23617,1,29295,100,13225,23914,3
0,1405324711,88699,29430,101,13295,23617,1,29340,101,13225,23914,3
0,1405324712,89707,29430,101,13300,23617,1,29340,100,13230,23914,3
0,1405324713,90714,29430,101,13300,23617,1,29295,101,13230,23914,3
0,1405324714,91715,29430,101,13300,23617,1,29340,100,13230,23914,3
0,1405324715,92717,29430,101,13305,23617,1,29295,101,13230,23914,3
0,1405324716,93729,29430,101,13305,23617,1,29295,101,13235,23914,3
0,1405324717,94738,29430,101,13305,23617,1,29340,100,13235,23914,3
0,1405324718,95745,29430,101,13305,23617,1,29295,100,13235,23914,3
0,1405324719,96750,29430,101,13310,23617,1,29295,100,13235,23914,3
0,1405324720,97755,29430,101,13310,23617,1,29295,100,13240,23914,3
0,1405324721,98761,29430,101,13310,23617,1,29295,101,13240,23914,3
0,1405324722,99773,29430,101,13310,23617,1,29340,100,13240,23914,3
0,1405324723,100783,29430,101,13315,23617,1,29340,100,13245,23914,3
0,1405324724,101792,29430,101,13315,23617,1,29295,101,13245,23914,3
0,1405324725,102794,29430,101,13315,23617,1,29295,100,13245,23914,3
0,1405324726,103796,29430,101,13315,23617,1,29295,100,13245,23914,3
0,1405324727,104800,29430,101,13320,23617,1,29295,101,13245,23914,3
0,1405324728,105804,29430,101,13320,23617,1,29340,100,13250,23914,3
0,1405324729,106937,29430,101,13320,23617,1,29340,100,13250,23914,3
0,1405324730,107941,29430,101,13320,23617,1,29295,100,13250,23914,3
0,1405324731,108945,29430,101,13325,23617,1,29295,100,13250,23914,3
0,1405324732,109951,29430,101,13325,23617,1,29295,100,13255,23914,3
0,1405324733,110955,29430,101,13325,23617,1,29295,100,13255,23914,3
0,1405324734,111957,29430,101,13325,23617,1,29340,100,13255,23914,3
0,1405324735,112960,29430,101,13330,23617,1,29340,100,13255,23914,3
0,1405324736,113972,29430,101,13330,23617,1,29340,100,13255,23914,3
0,1405324737,114986,29430,100,13330,23617,1,29340,100,13260,23914,3
0,1405324738,115988,29430,101,13330,23617,1,29295,100,13260,23914,3
0,1405324739,116990,29430,101,13330,23617,1,29340,100,13260,23914,3
0,1405324740,117996,29430,101,13335,23617,1,29340,100,13265,23914,3
0,1405324741,118999,29430,100,13335,23617,1,29295,100,13265,23914,3
0,1405324743,120010,29430,100,13335,23617,1,29340,98,13265,23914,3
0,1405324744,121015,29430,100,13335,23617,1,29295,98,13265,23914,3
0,1405324745,122028,29430,100,13340,23617,1,29340,100,13265,23914,3
0,1405324746,123030,29430,100,13340,23617,1,29340,100,13265,23914,3
0,1405324747,124039,29430,100,13340,23617,1,29340,100,13270,23914,3
0,1405324748,125042,29430,100,13340,23617,1,29340,100,13270,23914,3
0,1405324749,126052,29430,100,13340,23617,1,29295,100,13270,23914,3
0,1405324750,127059,29430,100,13345,23617,1,29340,100,13270,23914,3
0,1405324751,128063,29430,100,13345,23617,1,29340,100,13270,23914,3
0,1405324752,129068,29430,100,13345,23617,1,29340,100,13275,23914,3
0,1405324753,130070,29430,100,13345,23617,1,29340,100,13275,23914,3
0,1405324754,131079,29430,100,13350,23617,1,29295,100,13275,23914,3
0,1405324755,132080,29430,100,13350,23617,1,29295,100,13275,23914,3
0,1405324756,133087,29430,100,13350,23606,1,29340,100,13280,23914,3
0,1405324757,134097,29430,100,13350,23617,1,29340,100,13280,23914,3
0,1405324758,135102,29430,100,13350,23606,1,29340,100,13280,23914,3
0,1405324759,136106,29475,100,13355,23617,1,29295,100,13280,23914,3
